staffid	skill
2009561	Development
2009561	Evaluative
2009561	Management
2009681	Communication
2009681	Development
2009682	Administrative
2009682	Communication
2009682	Management
2021875	Administrative
2021875	Communication
2021875	Critical Thinking
2021875	Development
2021875	Interpersonal
2021913	Communication
2021913	Critical Thinking
2021913	Evaluative
2021913	Interpersonal
2021913	Management
2021943	Analytical
2021943	Communication
2021943	Critical Thinking
2021943	Evaluative
2021943	Interpersonal
2021969	Analytical
2021969	Conceptual
2021969	Development
2021969	Evaluative
2021969	Interpersonal
2021969	Management
2031176	Conceptual
2031176	Critical Thinking
2031176	Evaluative
2031176	Interpersonal
2031176	Management
2031279	Analytical
2031279	Communication
2031279	Evaluative
2039218	Communication
2039218	Development
2039218	Evaluative
2047728	Administrative
2047728	Communication
2047728	Critical Thinking
2047728	Development
2047749	Critical Thinking
2047749	Evaluative
2047842	Administrative
2047842	Communication
2047842	Critical Thinking
2047842	Development
2047842	Interpersonal
2048034	Communication
2048034	Development
2048034	Interpersonal
2060351	Conceptual
2060351	Interpersonal
2060424	Communication
2060424	Conceptual
2060424	Evaluative
2060594	Analytical
2060594	Conceptual
2060594	Evaluative
2060615	Communication
2060615	Development
2060615	Management
2069674	Administrative
2069674	Analytical
2069674	Communication
2069674	Conceptual
2069674	Development
2069674	Evaluative
2069674	Interpersonal
2069817	Administrative
2069817	Communication
2069817	Conceptual
2069817	Interpersonal
2069817	Management
2077556	Conceptual
2077556	Development
2077556	Evaluative
2077556	Interpersonal
2086021	Critical Thinking
2086021	Management
2086130	Critical Thinking
2086130	Management
2086194	Interpersonal
2086194	Management
2086277	Administrative
2086277	Analytical
2086277	Interpersonal
2086281	Analytical
2086281	Conceptual
2086281	Critical Thinking
2086281	Development
2086281	Evaluative
2086281	Interpersonal
2086281	Management
2108299	Administrative
2108299	Communication
2108299	Evaluative
2108299	Interpersonal
2124671	Administrative
2124671	Analytical
2124671	Conceptual
2124671	Evaluative
2124695	Administrative
2124695	Conceptual
2124695	Evaluative
2124695	Interpersonal
2124702	Administrative
2124702	Conceptual
2124702	Critical Thinking
2124741	Analytical
2124741	Development
2124758	Communication
2124758	Critical Thinking
2124904	Analytical
2124904	Communication
2124904	Critical Thinking
2124904	Development
2124904	Management
2137403	Administrative
2137403	Analytical
2137403	Management
2137481	Analytical
2137481	Communication
2137481	Conceptual
2137481	Critical Thinking
2137481	Development
2137481	Evaluative
2137481	Management
2137482	Conceptual
2137482	Critical Thinking
2137482	Interpersonal
2137547	Administrative
2137547	Analytical
2137547	Critical Thinking
2137547	Development
2137547	Management
2137729	Analytical
2137729	Management
2147390	Conceptual
2147390	Critical Thinking
2147390	Management
2174808	Administrative
2174808	Communication
2174808	Conceptual
2174808	Development
2174808	Interpersonal
2174809	Administrative
2174809	Communication
2174809	Conceptual
2174809	Interpersonal
2174813	Administrative
2174813	Communication
2174813	Conceptual
2174813	Critical Thinking
2174926	Analytical
2174926	Conceptual
2174926	Critical Thinking
2174926	Development
2174926	Management
2174932	Administrative
2174932	Analytical
2174932	Communication
2174932	Development
2174932	Interpersonal
2187727	Administrative
2187727	Analytical
2187727	Critical Thinking
2187861	Administrative
2187861	Communication
2197438	Administrative
2197438	Analytical
2197438	Communication
2197438	Critical Thinking
2205546	Administrative
2205546	Communication
2205546	Conceptual
2205546	Critical Thinking
2214274	Conceptual
2214274	Interpersonal
2214274	Management
2214282	Conceptual
2214282	Critical Thinking
2214282	Development
2214282	Management
2214289	Conceptual
2214289	Critical Thinking
2214289	Evaluative
2214290	Communication
2214290	Conceptual
2214290	Critical Thinking
2214290	Management
2214328	Analytical
2214328	Development
2214328	Evaluative
2214333	Administrative
2214333	Communication
2214333	Development
2214333	Interpersonal
2214363	Administrative
2214363	Communication
2214363	Conceptual
2214363	Critical Thinking
2214363	Development
2214363	Interpersonal
2214363	Management
2214476	Analytical
2214476	Communication
2214476	Conceptual
2214476	Critical Thinking
2214476	Development
2214476	Evaluative
2214500	Administrative
2214500	Communication
2214500	Critical Thinking
2214500	Development
2214500	Management
2214618	Administrative
2214618	Communication
2214618	Development
2214618	Interpersonal
2214618	Management
2226954	Administrative
2226954	Conceptual
2226954	Evaluative
2226954	Interpersonal
2226959	Analytical
2226959	Conceptual
2226959	Evaluative
2227027	Analytical
2227027	Communication
2227027	Conceptual
2227027	Critical Thinking
2227027	Development
2227027	Interpersonal
2227027	Management
2227053	Communication
2227053	Conceptual
2227053	Evaluative
2227053	Interpersonal
2227053	Management
2227311	Administrative
2227311	Communication
2227311	Evaluative
2227397	Administrative
2227397	Analytical
2227397	Critical Thinking
2227397	Management
2227472	Analytical
2227472	Development
2227472	Management
2227474	Conceptual
2227474	Critical Thinking
2227474	Development
2227474	Evaluative
2227474	Management
2236571	Administrative
2236571	Critical Thinking
2236571	Evaluative
2236673	Administrative
2236673	Analytical
2236673	Communication
2236673	Evaluative
2236673	Management
2236681	Communication
2236681	Conceptual
2236681	Development
2240887	Communication
2240887	Development
2240896	Analytical
2240896	Communication
2240904	Administrative
2240904	Analytical
2240904	Evaluative
2240907	Communication
2240907	Evaluative
2240907	Interpersonal
2240908	Communication
2240908	Critical Thinking
2240908	Evaluative
2240912	Analytical
2240912	Evaluative
2240912	Interpersonal
2240922	Analytical
2240922	Communication
2240952	Conceptual
2240952	Evaluative
2240955	Administrative
2240955	Analytical
2240955	Communication
2240955	Evaluative
2240956	Evaluative
2240956	Management
2240957	Analytical
2240957	Critical Thinking
2240957	Evaluative
2240957	Management
2280774	Evaluative
2280774	Interpersonal
2280774	Management
2282954	Analytical
2282954	Development
2282954	Interpersonal
2282954	Management
2283191	Administrative
2283191	Conceptual
2283191	Management
2304399	Administrative
2304399	Analytical
2304399	Critical Thinking
2304399	Evaluative
2304399	Interpersonal
2304399	Management
2304483	Communication
2304484	Analytical
2304484	Communication
2304484	Conceptual
2304484	Interpersonal
2304485	Analytical
2304485	Conceptual
2304485	Interpersonal
2314256	Administrative
2314256	Analytical
2314256	Communication
2314256	Interpersonal
2330624	Administrative
2330624	Communication
2330624	Conceptual
2330624	Development
2330624	Management
2369557	Critical Thinking
2369557	Development
2369557	Evaluative
2369639	Administrative
2369639	Analytical
2369639	Communication
2369639	Conceptual
2369768	Analytical
2369768	Communication
2369768	Development
2369768	Interpersonal
2369768	Management
2369769	Critical Thinking
2369769	Development
2369771	Analytical
2369771	Critical Thinking
2369771	Development
2369771	Evaluative
2369771	Interpersonal
2369771	Management
2382481	Communication
2382481	Interpersonal
2382481	Management
2382772	Communication
2382772	Conceptual
2382772	Evaluative
2382772	Management
2392165	Analytical
2392165	Communication
2392165	Development
2392165	Evaluative
2392204	Administrative
2392204	Communication
2392204	Development
2392204	Management
2399715	Communication
2399715	Conceptual
2408516	Critical Thinking
2408516	Development
2408516	Interpersonal
2408517	Administrative
2408517	Communication
2408517	Evaluative
2408594	Analytical
2408594	Conceptual
2408594	Management
2408747	Conceptual
2408747	Critical Thinking
2408747	Interpersonal
2408747	Management
2421592	Administrative
2421592	Communication
2421592	Interpersonal
2439052	Analytical
2439052	Development
2439052	Evaluative
2447919	Analytical
2447919	Communication
2447919	Conceptual
2447919	Critical Thinking
2447919	Development
2447919	Interpersonal
2447945	Critical Thinking
2447945	Evaluative
2447945	Management
2447946	Administrative
2447946	Analytical
2447946	Management
2447949	Conceptual
2447949	Evaluative
2447949	Management
2447951	Administrative
2447951	Analytical
2447951	Conceptual
2447951	Development
2447951	Evaluative
2447952	Administrative
2447952	Analytical
2447952	Conceptual
2447952	Evaluative
2447952	Interpersonal
2447953	Communication
2447953	Development
2447953	Evaluative
2447953	Interpersonal
2460539	Analytical
2460539	Evaluative
2460542	Administrative
2460542	Communication
2460542	Interpersonal
2460542	Management
2460545	Analytical
2460545	Communication
2460550	Analytical
2460550	Communication
2460550	Conceptual
2460550	Evaluative
2460555	Analytical
2460555	Development
2460555	Management
2460556	Analytical
2460556	Evaluative
2460556	Management
2470480	Analytical
2470480	Critical Thinking
2470480	Development
2470480	Evaluative
2470522	Administrative
2470522	Communication
2470522	Critical Thinking
2470522	Evaluative
2470522	Interpersonal
2474828	Critical Thinking
2474828	Development
2487031	Administrative
2487031	Communication
2487031	Conceptual
2487031	Critical Thinking
2487031	Development
2487133	Communication
2487133	Critical Thinking
2487133	Evaluative
2487142	Critical Thinking
2487142	Interpersonal
2499644	Administrative
2499644	Analytical
2499644	Communication
2499644	Conceptual
2499644	Management
2499645	Administrative
2499645	Analytical
2499645	Communication
2499645	Conceptual
2499645	Management
2509549	Conceptual
2509549	Development
2509549	Management
2509557	Analytical
2509557	Communication
2509557	Conceptual
2509557	Development
2509557	Evaluative
2543508	Analytical
2543508	Conceptual
2543508	Critical Thinking
2543508	Development
2543508	Management
2556465	Administrative
2556465	Analytical
2556465	Communication
2556465	Development
2556465	Interpersonal
2556465	Management
2556506	Administrative
2556506	Analytical
2556506	Conceptual
2556506	Critical Thinking
2556506	Development
2556506	Interpersonal
2556506	Management
2556740	Analytical
2556740	Communication
2556740	Conceptual
2582650	Administrative
2582650	Analytical
2582650	Conceptual
2582650	Evaluative
2582657	Analytical
2582657	Evaluative
2582833	Communication
2582833	Critical Thinking
2582833	Interpersonal
2582833	Management
2583024	Analytical
2583024	Conceptual
2583024	Evaluative
2583024	Interpersonal
2583110	Administrative
2583110	Communication
2583110	Critical Thinking
2583110	Evaluative
2595596	Conceptual
2595596	Critical Thinking
2595657	Administrative
2595657	Evaluative
2595657	Interpersonal
2595688	Analytical
2595688	Evaluative
2595688	Management
2595710	Communication
2595710	Critical Thinking
2595710	Development
2595710	Management
2595747	Communication
2595747	Conceptual
2595747	Critical Thinking
2595799	Administrative
2595799	Analytical
2595801	Administrative
2595801	Analytical
2595801	Interpersonal
2595840	Conceptual
2595840	Evaluative
2595854	Administrative
2595854	Evaluative
2595854	Interpersonal
2610877	Communication
2610877	Development
2610877	Evaluative
2621736	Analytical
2621736	Communication
2621736	Conceptual
2621736	Critical Thinking
2621736	Evaluative
2621743	Analytical
2621743	Critical Thinking
2621743	Management
2622044	Conceptual
2622044	Critical Thinking
2622044	Development
2622044	Management
2622052	Conceptual
2622052	Critical Thinking
2622052	Management
2634914	Conceptual
2634914	Development
2634914	Evaluative
2649561	Administrative
