eventname	eventdate	ordernum	contentabst	contact	presenter	jobid	postdate
SIM University Convocation Ceremony	2017-09-08	4	Modes of communication are constantly changing.	12446	374578	92117	2015-10-07
SIM University Convocation Ceremony	2017-09-08	5	Three ways to attract customer attention.	3819140	295	92111	2015-03-20
Sinda Excellence Awards	2015-11-10	1	Opening Speech	12658	374576	92114	2015-10-07
Sinda Excellence Awards	2015-11-10	2	The importance of not taking education for granted.	25904	374576	92114	2015-10-07
Sinda Excellence Awards	2016-04-05	1	Opening Speech	25950	120336	92120	2015-06-08
Sinda Excellence Awards	2016-04-05	2	Why oxygen is so important.	25972	374576	92114	2015-10-07
Sinda Excellence Awards	2016-04-05	3	Happiness: The thing we all look for but never really understand.	680738	374588	92172	2015-10-07
Sinda Excellence Awards	2016-04-05	4	How to present yourself with confidence.	34754	374578	92117	2015-10-07
Sinda Excellence Awards	2016-04-05	5	What is copyright protection? This theme opens the way for many informative business speech topics as you can guess. The how, what and when and the legal aspects.	2673090	374578	92117	2015-10-07
Sinda Excellence Awards	2017-10-20	1	Opening Speech	34788	308	92122	2017-04-24
Singapore Armed Forces (SAF) Day	2015-11-20	1	Opening Speech	25693	374588	92172	2015-10-07
Singapore Armed Forces (SAF) Day	2015-11-20	2	Why Should Farmers Use Organic Fertilizers?	680878	374588	92172	2015-10-07
Singapore Armed Forces (SAF) Day	2015-11-20	3	Amazing, successful and funny trading stories with a twist, a bite, and a moral conclusion.	3434	295	92111	2015-03-20
Singapore Armed Forces (SAF) Day	2016-03-08	1	Opening Speech	2682171	454306	92134	2015-11-07
Singapore Armed Forces (SAF) Day	2016-03-08	2	A cheetah's hunting skills.	12660	295	92111	2015-03-20
Singapore Armed Forces (SAF) Day	2016-03-08	3	Ways to prepare for the types of physical tests, e.g. the Bruce, Beep.	25679	308	92170	2015-03-20
Singapore Armed Forces (SAF) Day	2016-03-08	4	Some inexpensive places to take your date.	2895911	454306	92134	2015-11-07
Singapore Armed Forces (SAF) Day	2016-03-08	5	How to stop memory loss.	3497311	374578	92098	2015-10-07
Singapore Armed Forces (SAF) Day	2016-03-08	6	The Essence Of Having An Analytical Section In Any Business Essay	2582657	374578	92117	2015-10-07
Singapore Armed Forces (SAF) Day	2016-03-08	7	Sigmund Freud Theory.	12533	454306	92134	2015-11-07
Singapore Armed Forces (SAF) Day	2016-03-08	8	How to avoid pesticides in vegetables.	3133348	295	92111	2015-03-20
Singapore Armed Forces (SAF) Day	2016-03-08	9	The optimal strategies that one can implement when it comes to sales.	12765	374578	92117	2015-10-07
Singapore Armed Forces (SAF) Day	2017-05-11	1	Opening Speech	25804	374586	92120	2017-04-24
Singapore Armed Forces (SAF) Day	2017-05-11	2	How to survive freshman year.	520303	374586	92120	2017-04-24
Singapore Armed Forces (SAF) Day	2017-05-11	3	What Do You Need To Do When Buying A New House?	2086281	374578	92117	2015-10-07
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2015-09-09	1	Opening Speech	12403	300	92117	2015-03-20
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2015-09-09	2	The losing battle with alcohol abuse.	12467	306	92179	2015-03-20
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	1	Opening Speech	2808386	120336	92120	2015-06-08
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	2	Silence against violence is harmful.	65598	120336	92120	2015-06-08
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	3	Plants, animals and organisms that live in the ocean.	3294476	308	92170	2015-03-20
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	4	The trauma of shooting incidents last a lifetime.	2818610	374576	92114	2015-10-07
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	5	How Can We Continue Benefiting From The World Wide Web	2673060	120336	92120	2015-06-08
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	6	The need to preserve forests.	25773	295	92111	2015-03-20
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	7	How the American diet has changed.	307484	120336	92120	2015-06-08
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	8	Examples of corporate crime.	2682286	295	92111	2015-03-20
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	9	A Complete Analysis Of The Advantages Vs. Cost Of Gaining Secondary Education	3648834	295	92111	2015-03-20
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2016-04-02	10	How to stop the obesity epidemic.	1322990	295	92111	2015-03-20
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2017-11-21	1	Opening Speech	34761	2649564	92120	2017-09-22
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2017-11-21	2	The body's coping mechanisms when in a state of shock.	25543	374588	92128	2017-05-07
Singapore Chinese Chamber of Commerce & Industry's (SCCCI) Mid-Autumn Festival	2017-11-21	3	Overcoming your fear of public speaking.	3650	374578	92117	2015-10-07
Singapore Economic Policy Forum	2016-02-12	1	Opening Speech	3650	374578	92117	2015-10-07
Singapore Economic Policy Forum	2016-02-12	2	Simple Ways For New University Students To Earn Some Cash	25938	308	92170	2015-03-20
Singapore Economic Policy Forum	2017-02-22	1	Opening Speech	12462	374588	92124	2016-08-07
Singapore Economic Policy Forum	2017-02-22	2	The Effects Of Demand And Price Of Various Agricultural Products	38742	374588	92124	2016-08-07
Singapore Economic Policy Forum	2017-02-22	3	The greatest rainforests in the world.	2408747	374578	92098	2015-10-07
Singapore Economic Policy Forum	2018-07-06	1	Opening Speech	12706	3404254	92120	2018-05-07
Singapore Economic Policy Forum	2018-07-06	2	The Importance Of Being A Vegetarian	2673045	374578	92098	2015-10-07
Singapore Insolvency Conference	2016-01-31	1	Opening Speech	2796014	374576	92114	2015-10-07
Singapore Insolvency Conference	2016-01-31	2	Secret to resolving conflicts.	25931	374588	92172	2015-10-07
Singapore Insolvency Conference	2016-01-31	3	Local communities can contribute to maintenance of fragile ecosystems.	12432	374578	92117	2015-10-07
Singapore Insolvency Conference	2016-01-31	4	The Importance Of Eating Healthy Food	25641	308	92170	2015-03-20
Singapore Insolvency Conference	2017-07-28	1	Opening Speech	25530	374586	92120	2017-04-24
Singapore Insolvency Conference	2017-07-28	2	Innovative science experiments that are benefitting everyone.	2660567	374586	92120	2017-04-24
Singapore Insolvency Conference	2017-07-28	3	How to get a really good sleep.	25744	454306	92134	2015-11-07
Singapore Insolvency Conference	2017-07-28	4	A cheetah's hunting skills.	25863	308	92122	2017-04-24
Singapore Insolvency Conference	2017-07-28	5	Ways to improve short and long term career plans	319	295	92111	2015-03-20
Singapore Insolvency Conference	2018-07-10	1	Opening Speech	34760	374578	92117	2015-10-07
Singapore Insolvency Conference	2018-07-10	2	Choosing a gym in your town, what to think of, get them a generic checklist.	2903294	3404254	92120	2018-05-07
Singapore Insolvency Conference	2018-07-10	3	The benefits of personality development camps for students.	2924417	295	92111	2015-03-20
Singapore Insolvency Conference	2018-07-10	4	How to prevent elder abuse.	25616	454306	92134	2015-11-07
Singapore Insolvency Conference	2018-07-10	5	The benefits of making college free.	34770	3404254	92120	2018-05-07
Singapore Internation TVET Conference	2015-07-05	1	Opening Speech	3581616	295	92111	2015-03-20
Singapore Internation TVET Conference	2016-10-04	1	Opening Speech	12677	374588	92124	2016-08-07
Singapore Internation TVET Conference	2016-10-04	2	The way in which business owners' individual traits can exert an influence on their company	155138	374576	92114	2015-10-07
Singapore Internation TVET Conference	2016-10-04	3	Are humans still evolving?	2895911	454306	92134	2015-11-07
Singapore Internation TVET Conference	2016-10-04	4	The history of genetically mutated animals.	1309984	374586	92122	2016-08-15
Singapore Internation TVET Conference	2017-09-04	1	Opening Speech	789105	374576	92114	2015-10-07
Singapore Internation TVET Conference	2017-09-04	2	How Are Human Activities Causing Landslides	173680	295	92111	2015-03-20
Singapore International Arbitration Centre Hard Talk	2016-12-15	1	Opening Speech	3195250	374586	92122	2016-08-15
Singapore International Arbitration Centre Hard Talk	2016-12-15	2	In what way would financial progress be influenced if every citizen was able to grow their own nourishment?	1983706	374586	92122	2016-08-15
Singapore International Arbitration Centre Hard Talk	2017-04-28	1	Opening Speech	3819319	454306	92134	2015-11-07
Singapore International Arbitration Centre Hard Talk	2017-04-28	2	Customer follow-up techniques as after-sales methods.	12707	374586	92120	2017-04-24
Singapore International Arbitration Centre Hard Talk	2017-04-28	3	The benefits of teamwork.	173868	295	92111	2015-03-20
Singapore International Arbitration Centre Hard Talk	2018-07-29	1	Opening Speech	34865	374578	92117	2015-10-07
Singapore International Arbitration Centre Hard Talk	2018-07-29	2	How to get a really good sleep.	3426461	295	92111	2015-03-20
Singapore International Arbitration Centre Hard Talk	2018-07-29	3	The Importance Of Being A Vegetarian	173693	374578	92117	2015-10-07
Singapore International Arbitration Centre Hard Talk	2018-07-29	4	How Do Companies Foster Civil And Social Responsibility	3509503	374576	92114	2015-10-07
Singapore International Arbitration Centre India Conference	2016-04-01	1	Opening Speech	640652	374578	92098	2015-10-07
Singapore International Arbitration Centre India Conference	2016-04-01	2	The Importance Of Being A Vegetarian	12812	374578	92117	2015-10-07
Singapore International Arbitration Centre India Conference	2016-04-01	3	What is spinning?	25947	374578	92117	2015-10-07
Singapore International Arbitration Centre India Conference	2016-04-01	4	Anxiety and its effects.	466666	454306	92134	2015-11-07
Singapore International Arbitration Centre India Conference	2016-04-01	5	The considerable shortage of women in Alaska	12802	374578	92098	2015-10-07
Singapore International Arbitration Centre India Conference	2016-04-01	6	The health problems of children born drug addicted.	34777	374576	92114	2015-10-07
Singapore International Arbitration Centre India Conference	2017-09-03	1	Opening Speech	2304485	295	92111	2015-03-20
Singapore International Arbitration Centre India Conference	2017-09-03	2	How students can find great vacation bargains.	1309834	374576	92114	2015-10-07
Singapore International Arbitration Centre India Conference	2017-09-03	3	Why Is The Tiger Now An Endangered Species?	3819435	454306	92134	2015-11-07
Singapore International Arbitration Centre India Conference	2017-09-03	4	What would we do without electricity?	2000784	454306	92134	2015-11-07
Singapore International Chamber of Commerce Awards	2015-06-13	1	Opening Speech	34853	306	92179	2015-03-20
Singapore International Chamber of Commerce Awards	2016-03-11	1	Opening Speech	2818406	308	92170	2015-03-20
Singapore International Chamber of Commerce Awards	2016-03-11	2	The different types of personalities.	25588	308	92170	2015-03-20
Singapore International Chamber of Commerce Awards	2016-03-11	3	The education system in Pakistan.	25449	374578	92117	2015-10-07
Singapore International Chamber of Commerce Awards	2017-05-10	1	Opening Speech	25677	374586	92120	2017-04-24
Singapore International Chamber of Commerce Awards	2017-05-10	2	Innovative science experiments that are benefitting everyone.	12727	374588	92128	2017-05-07
Singapore International Chamber of Commerce Awards	2017-05-10	3	Ideas have effect and consequence on lives.	2595840	374578	92098	2015-10-07
Singapore International Chamber of Commerce Awards	2017-05-10	4	How to stop the obesity epidemic.	34790	295	92111	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	1	Opening Speech	12443	300	92117	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	2	Why global population keeps growing.	3629	308	92170	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	3	Different types of Calisthenics exercises on music beats.	12528	295	92111	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	4	Simple AIDS prevention tips.	12543	120336	92120	2015-06-08
Singapore International Reinsurance Conference	2015-08-29	5	Secret to resolving conflicts.	12447	295	92111	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	6	Different low-carb diets.	164789	300	92117	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	7	Things to remember if you don't want to die with any regrets.	173697	306	92179	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	8	Is happiness a good measure of social progress?	2621736	300	92098	2015-03-20
Singapore International Reinsurance Conference	2015-08-29	9	How to deal with grant-making foundations and grant writing.	38758	306	92179	2015-03-20
Singapore International Reinsurance Conference	2016-03-05	1	Opening Speech	2682288	374578	92098	2015-10-07
Singapore International Reinsurance Conference	2016-03-05	2	Animated violence does influence the attitude of young people.	25915	295	92111	2015-03-20
Singapore International Reinsurance Conference	2016-03-05	3	Stress management-reduce, prevent and cope with stress.	12686	454306	92134	2015-11-07
Singapore International Reinsurance Conference	2016-03-05	4	The importance of mathematics.	3309552	374576	92114	2015-10-07
Singapore International Reinsurance Conference	2017-10-18	1	Opening Speech	155138	295	92111	2015-03-20
Singapore International Reinsurance Conference	2017-10-18	2	Reducing Domestic Violence Today	12706	374576	92114	2015-10-07
Singapore International Reinsurance Conference	2017-10-18	3	Facts and figures of littering in our community	25860	308	92122	2017-04-24
Singapore International Robo Expo	2016-06-23	1	Opening Speech	25725	374586	92130	2016-06-13
Singapore International Robo Expo	2016-06-23	2	Why college students should be careful about what they put on social media.	173867	374578	92098	2015-10-07
Singapore International Robo Expo	2016-06-23	3	The advantages and disadvantages of social media.	12524	374578	92098	2015-10-07
