jobid	jobtitle	phone	joblevel	deptid	reportto	jobtype
91706	Chief FinTech Officer	64225313	7	91698	91696	NP
91700	Executive Director	62300436	6	91699	91706	NP
91701	Personal Assistant	62299895	5	91699	91700	NP
91703	Director & Head	62299714	8	91702	91706	NP
91704	Deputy Director & Head	62299081	7	91702	91706	NP
91705	Deputy Director	62299087	6	91702	91706	NP
91707	Personal Assistant	62299390	6	91698	91706	NP
91709	Director & Head	62299081	5	91708	91706	NP
91711	Executive Director	64225496	8	91710	91706	NP
91712	Director & Head	62295494	7	91710	91706	NP
91714	Specialist Leader	62298716	7	91713	91706	NP
91989	Deputy Managing Director	62299140	8	91715	92098	NP
91802	Assistant Managing Director	62298859	8	91716	91989	NP
91718	Executive Director	62299794	8	91717	91802	NP
91719	Personal Assistant	62298851	7	91717	91718	NP
91720	Director / Head Division I	62299800	6	91717	91718	NP
91721	Chief Examiner	62299217	5	91717	91718	NP
91722	Personal Assistant	62299217	6	91717	91721	NP
91723	Deputy Director / Head Division III	62299098	6	91717	91718	NP
91724	Director/Head Division I	62299654	6	91717	91718	NP
91725	Director / Head Division II	62299088	7	91717	91718	NP
91726	Director / Head Division III	62299098	6	91717	91718	NP
91727	Director/Head	62299651	6	91717	91718	NP
91729	Director & Head Division I	62299651	7	91728	91718	NP
91731	Director & Head Division II	62299077	5	91730	91718	NP
91733	Director & Head Division III	62299085	6	91732	91718	NP
91747	Executive Director	62299219	6	91734	91802	NP
91736	Deputy Director & Head Division I	62299860	5	91735	91747	NP
91738	Director & Head Division II	62299232	5	91737	91747	NP
91740	Deputy Director & Head Division III	62299244	5	91739	91747	NP
91742	Deputy Director & Head	62299673	7	91741	91747	NP
91749	Director / Dept Head	62299284	7	91734	91802	NP
91743	Deputy Director & Head SMTA Div	62299987	6	91741	91749	NP
91745	Director & Head	62299840	5	91744	91747	NP
91746	Deputy Director & Head	62299856	7	91744	91749	NP
91748	Personal Assistant	62299231	8	91734	91747	NP
91750	Personal Assistant	62299229	5	91734	91749	NP
91751	Director / Head Division I	62299901	6	91734	91749	NP
91752	Director / Head Division II	62299264	5	91734	91749	NP
91753	Director / Head Division III	62299297	7	91734	91749	NP
91754	"Deputy Director / Head of Supervisory Methodologies, Tools and Analytics Division"	62299996	6	91734	91749	NP
91755	Director / Specialist Leader	62299259	7	91734	91749	NP
91757	Executive Director	62299075	5	91756	91802	NP
91758	Personal Assistant	62299053	7	91756	91757	NP
91759	Director / Head Division I	62299702	5	91756	91757	NP
91760	Deputy Director / Head Division II	62298987	6	91756	91757	NP
91761	Director / Head Division II	62298987	6	91756	91757	NP
91762	Deputy Director / Head Division III	62298956	6	91756	91757	NP
91764	Director & Head Division I	62299657	7	91763	91757	NP
91766	Director & Head Division II	62299641	6	91765	91757	NP
91768	Deputy Director & Head Division III	62298947	7	91767	91757	NP
91779	Executive Director	62299854	6	91769	91802	NP
91771	Deputy Director & Head Division I	62299793	6	91770	91779	NP
91772	Director & Head Division I	62299405	7	91770	91779	NP
91774	Director & Head Division II	62299425	7	91773	91779	NP
91776	Director & Head Division III	62299443	7	91775	91779	NP
91778	Director & Head	62299427	5	91777	91779	NP
91780	Personal Assistant	62298863	5	91769	91779	NP
91781	Director / Dept Head	62298886	5	91769	91802	NP
91782	Personal Assistant	62298863	6	91769	91781	NP
91783	Director / Head Division I	62299460	6	91769	91781	NP
91784	Director / Head Division II	62299428	7	91769	91781	NP
91785	Director / Head of Supervisory Analytics Division	62299435	5	91769	91781	NP
91786	Director / Head Division III	62299430	5	91769	91781	NP
91787	Deputy Director / Head Division III	62299449	6	91769	91781	NP
91789	Chief Examiner	62299228	8	91788	91802	NP
91790	Personal Assistant	62299209	7	91788	91789	NP
91791	Director & Deputy Chief Examiner	62299270	5	91788	91789	NP
91793	Director & Deputy Chief Examiner	62299257	7	91792	91789	NP
91794	Director & Deputy Chief Examiner	62299628	5	91792	91793	NP
91803	Personal Assistant	62298939	5	91716	91802	NP
91805	Inspector Advisor	62299489	7	91804	91802	NP
91807	"Director, Special Projects"	62299856	5	91806	91802	NP
91808	AMD	62299645	6	91716	91989	NP
91809	Personal Assistant	62298948	7	91716	91808	NP
91914	Assistant Managing Director	62299725	7	91810	91989	NP
91812	Executive Director/Division Head III	62299568	8	91811	91914	NP
91813	Personal Assistant	62299292	6	91811	91812	NP
91814	Deputy Director / Division Head I	62299104	6	91811	91812	NP
91815	Deputy Director / Division Head II	62298880	6	91811	91812	NP
91817	Director & Head	62299002	6	91816	91812	NP
91818	Deputy Director & Head Div I	62298997	5	91816	91812	NP
91820	Deputy Director & Head	62298875	8	91819	91812	NP
91821	Deputy Director & Head Div II	62298872	7	91819	91812	NP
91823	Deputy Director & Head	62298965	7	91822	91812	NP
91824	Deputy Director & Head Div III	62298962	6	91822	91812	NP
91825	Executive Director	62299285	6	91811	91914	NP
91826	Personal Assistant	62299296	5	91811	91825	NP
91827	Director / Division Head I	62299132	6	91811	91825	NP
91828	Director / Division Head II	62299661	6	91811	91825	NP
91829	Director / Division Head (Consumer Issues)	62299021	6	91811	91825	NP
91830	Deputy Director / Division Head I	62299015	6	91811	91825	NP
91831	Director / Division Head III	62299018	7	91811	91825	NP
91844	Executive Director	62299295	8	91832	91914	NP
91834	Director & Head	62299417	7	91833	91844	NP
91846	Director / Dept Head	62299373	5	91832	91914	NP
91835	Director & Head Div I	62299395	5	91833	91846	NP
91837	Director & Head	62298788	6	91836	91844	NP
91838	Director & Head Division II	62298787	5	91836	91846	NP
91840	Director & Head	62299829	7	91839	91844	NP
91841	Director & Head Division III	62299828	6	91839	91846	NP
91843	Deputy Director & Head	62298887	5	91842	91844	NP
91845	Personal Assistant	62299303	7	91832	91844	NP
91847	Personal Assistant	62299303	7	91832	91846	NP
91848	Director / Division Head I	62299485	5	91832	91846	NP
91849	Deputy Director / Division Head II	62298791	6	91832	91846	NP
91850	Director / Division Head II	62298791	7	91832	91846	NP
91851	Deputy Director / Division Head III	62299835	7	91832	91846	NP
91863	Executive Director	62299298	8	91852	91914	NP
91854	Deputy Director & Head	6229743	7	91853	91863	NP
91865	Director / Dept Head	62299357	7	91852	91914	NP
91855	Deputy Director	6229722	5	91853	91865	NP
91856	Director & Head Division I	62298954	6	91853	91865	NP
91858	Deputy Director & Head	62299077	7	91857	91863	NP
91859	Deputy Director & Head Div II	62299073	5	91857	91865	NP
91861	Deputy Director & Head	62299708	5	91860	91863	NP
91862	Deputy Director & Head Division III	62299707	6	91860	91865	NP
91864	Personal Assistant	62299308	6	91852	91863	NP
91866	Personal Assistant	62299306	6	91852	91865	NP
91867	Deputy Director / Division Head I	62999006	7	91852	91865	NP
91868	Deputy Director / Division Head II	62299078	5	91852	91865	NP
91869	Deputy Director / Division Head III	62299715	6	91852	91865	NP
91885	Executive Director	62299893	5	91870	91914	NP
91872	Director & Head	62298957	6	91871	91885	NP
91873	Executive Director	62298906	5	91871	91885	NP
91887	Director & Dept Head	62298956	5	91870	91914	NP
91874	Deputy Director & Head	62299465	8	91871	91887	NP
91875	Deputy Director / Head	62299465	7	91871	91885	NP
91877	Director & Specialist Leader	62299846	7	91876	91885	NP
91878	Deputy Director / Specialist Leader	62299839	6	91876	91885	NP
91880	Director & Specialist Lead	62299802	7	91879	91885	NP
91881	Deputy Director & Specialist Lead	62299799	5	91879	\N	NP
91883	Director & Head	62299013	6	91882	91885	NP
91884	Director / Head	62207125	7	91882	\N	NP
91886	Personal Assistant	62208020	7	91870	91885	NP
91888	Personal Assistant	62298927	5	91870	91887	NP
91890	Director / Head	62299889	7	91889	91885	NP
91892	Director/Specialist Leader	62299816	7	91891	91885	NP
91910	Executive Director	62299707	5	91893	91914	NP
91895	Deputy Director & Head	62299926	6	91894	91910	NP
91896	Director / Head	62299028	5	91894	91910	NP
91897	Deputy Director / Head	62299053	7	91894	91910	NP
91899	Deputy Director & Head	62299931	6	91898	91910	NP
91900	Deputy Director / Head	62299927	5	91898	91910	NP
91902	Director / Specialist Leader	62299949	5	91901	91910	NP
91904	Director & Head	62299990	6	91903	91910	NP
91905	Executive Director	62299711	4	91903	91910	NP
91906	Personal Assistant	62299711	5	91903	91905	NP
91908	Director & Specialist Leader	62299101	5	91907	91910	NP
91909	Deputy Director	62299092	4	91907	91910	NP
91911	Personal Assistant	62299721	7	91893	91910	NP
91912	Assistant Managing Director	62299725	6	91893	91914	NP
91913	Personal Assistant	62299721	5	91893	91912	NP
91915	Personal Assistant	62299806	6	91810	91914	NP
91922	Deputy Director	62300104	5	91921	91914	NP
91923	Assistant Director	62299918	5	91921	91914	NP
91924	Deputy Director & Head	62299363	6	91921	91914	NP
91984	Assistant Managing Director	62299811	5	91925	91989	NP
91939	Executive Director	62299910	6	91926	91984	NP
91928	Director & Head	62299911	5	91927	91939	NP
91929	Director / Head	62299637	4	91927	91939	NP
91930	Lead Policy Analyst / Head	62299662	4	91927	91939	NP
91932	Deputy Director & Head	62298909	4	91931	91939	NP
91933	Deputy Director/Head	62298905	6	91931	\N	NP
91934	Executive Director	62299915	5	91931	\N	NP
91935	Director / Head	62207987	4	91931	91939	NP
91937	Director & Head	62207974	6	91936	91939	NP
91938	Lead Policy Analyst / Head	62299908	4	91936	91939	NP
91940	Personal Assistant/Admin Officer	62299920	5	91926	91939	NP
91941	Personal Assistant	62299965	5	91926	91939	NP
91943	Director & Head	62299938	7	91942	91939	NP
91944	Director / Head	62299692	6	91942	91939	NP
91945	Director / Head	62299622	6	91942	91944	NP
91956	Director & Head	62299711	4	91947	91984	NP
91949	Deputy Director & Head	62299838	6	91948	91956	NP
91962	Executive Director	62299817	6	91947	91984	NP
91950	Director & Head	62299703	5	91948	91962	NP
91951	Director / Head	62299715	4	91948	91962	NP
91953	Deputy Director & Head	62299868	4	91952	91956	NP
91954	Director & Head	62299821	6	91952	91956	NP
91955	Director / Head	62299815	5	91952	91962	NP
91957	Personal Assistant	62299828	5	91947	91956	NP
91959	Deputy Director & Head	62299888	5	91958	91962	NP
91960	Deputy Director/Head	62299849	5	91958	91962	NP
91961	Director / Head	62299244	6	91958	91962	NP
91963	Personal Assistant	62299828	4	91947	91962	NP
91965	Director & Specialist Lead	62299277	5	91964	91962	NP
91976	Executive Director	62299298	5	91966	91984	NP
91968	Lead Economist & Head	62299338	6	91967	91976	NP
91969	Lead Economist / Head	62299328	4	91967	91976	NP
91971	Lead Economist & Head	62299342	4	91970	91976	NP
91972	Lead Economist / Head	62299339	6	91970	91976	NP
91974	Principal Economist & Specialist Leader	62299306	6	91973	91976	NP
91975	P Economist & Special Leader	62299303	5	91973	91976	NP
91977	Personal Assistant	62298968	4	91966	91976	NP
91978	Director & Dept Head	62299925	5	91966	91984	NP
91979	Personal Assistant	62299917	4	91966	91978	NP
91980	Assistant Managing Director	62299831	5	91966	\N	NP
91981	Personal Assistant	62299825	6	91966	91980	NP
91983	Principle Economist / Head	62207334	4	91982	91976	NP
91985	Personal Assistant	62299864	4	91925	91984	NP
91988	Deputy Director & Head	62298875	5	91987	91984	NP
91990	Personal Assistant	62299412	7	91715	91989	NP
92096	Deputy Managing Director	62299284	4	91995	92098	NP
92033	Assistant Managing Director	62299280	6	91996	92096	NP
92004	Executive Director	63494614	7	91997	92033	NP
91999	Director & Head	63495080	4	91998	92004	NP
92000	Director / Head	63494688	6	91998	92004	NP
92002	Director & Head	63494626	6	92001	92004	NP
92003	Director / Head	63494623	5	92001	92004	NP
92005	Personal Assistant	63494618	6	91997	92004	NP
92014	Executive Director	62299071	7	92006	92033	NP
92008	Director & Head	64225486	6	92007	92014	NP
92009	Deputy Director & Head	64225447	5	92007	92014	NP
92019	TEO_Kok_Ming@mas.gov.sg	62207052	6	92006	92033	NP
92010	Deputy Director / Head	64225457	5	92007	92019	NP
92012	Director & Head	62299363	4	92011	92014	NP
92013	Director / Head	62299364	6	92011	92019	NP
92015	Personal Assistant	62299081	6	92006	92014	NP
92017	Director & Head	62299521	6	92016	\N	NP
92018	Director / Head	62299492	5	92016	92019	NP
92020	Personal Assistant	62299081	6	92006	92019	NP
92031	Executive Director	62299904	4	92021	92033	NP
92023	Director & Head	62299487	7	92022	92031	NP
92024	Director / Head	62299457	6	92022	92031	NP
92025	Deputy Director / Head	62299469	4	92022	92031	NP
92027	Deputy Director & Head	62299118	4	92026	92031	NP
92028	Director & Head	62299839	4	92026	92031	NP
92029	Director / Head	62299839	6	92026	92031	NP
92030	Deputy Director / Head	62299839	5	92026	92031	NP
92032	Personal Assistant	62299909	6	92021	92031	NP
92034	Personal Assistant	62299303	5	91996	92033	NP
92094	Assistant Managing Director	62299504	5	92035	92096	NP
92046	Executive Director	62299294	7	92036	92094	NP
92038	Director & Head	62299122	6	92037	92046	NP
92039	Director / Head	62299018	4	92037	92046	NP
92041	Deputy Director & Head	62299601	6	92040	92046	NP
92042	Deputy Director / Head	62299598	4	92040	92046	NP
92044	Deputy Director & Head	62299048	6	92043	92046	NP
92045	Deputy Director / Head	62299045	5	92043	92046	NP
92047	Personal Assistant	62299301	6	92036	92046	NP
92067	Executive Director	62299503	4	92048	92094	NP
92050	Director & Head	62299734	6	92049	92067	NP
92051	Director / Head	62299673	4	92049	92067	NP
92053	Director & Head	62299524	4	92052	92067	NP
92054	Deputy Director / Head (Application Division II)	62299521	5	92052	92067	NP
92056	Director & Head	62299519	4	92055	92067	NP
92057	Director / Head	62299516	6	92055	92067	NP
92059	Director & Head	62298940	4	92058	92067	NP
92060	Deputy Director / Head	62298937	6	92058	92067	NP
92062	Director & Head	62299519	6	92061	92067	NP
92063	Director / Head	62299516	5	92061	92067	NP
92065	Director & Head	\N	5	92064	92067	NP
92066	Director/Head	\N	6	92064	92067	NP
92068	Personal Assistant	62299519	5	92048	92067	NP
92086	Director/Head	62299557	6	92069	92094	NP
92071	Director & Head	62299761	7	92070	92086	NP
92072	Director & Dept Head	62299539	5	92070	92086	NP
92073	Personal Assistant	62299558	6	92070	92072	NP
92088	Executive Director	62299567	5	92069	92094	NP
92074	Director / Head	62298983	6	92070	92088	NP
92075	Deputy Director / Head	62298969	5	92070	92088	NP
92077	Senior HR Manager	62299619	4	92076	92086	NP
92078	Executive Director	62299566	5	92076	\N	NP
92079	Senior HR Manager & Head	62299921	5	92076	92086	NP
92080	Director & Dept Head	62207466	4	92076	92086	NP
92081	Personal Assistant	62299552	5	92076	92080	NP
92082	Director / Head	62299564	6	92076	92088	NP
92084	Director & Head	62298756	4	92083	92086	NP
92085	Director / Head	62299357	6	92083	92088	NP
92087	Personal Assistant	62299561	4	92069	92086	NP
92089	Personal Assistant	62299559	4	92069	92088	NP
92091	Assistant Managing Director	62299248	6	92090	92094	NP
92092	Personal Assistant	62299498	4	92090	92091	NP
92095	Personal Assistant	62299556	6	92035	92094	NP
92097	Personal Assistant	62299322	5	91995	92096	NP
92099	Deputy Chairman	62299782	6	91515	92098	NP
92100	Member of the Board	68795414	5	91515	92098	NP
92101	Managing Director	62299785	5	91515	92098	NP
92102	Personal Assistant	62299785	8	91515	92101	NP
92103	Deputy Managing Director (Financial Supervision)	62299726	7	91515	92101	NP
92104	Personal Assistant	62299729	7	91515	92103	NP
92105	Deputy Managing Director (Monetary Policy & Investment / Development & International)	62300067	6	91515	92101	NP
92106	Personal Assistant	62300069	5	91515	92105	NP
92107	Deputy Managing Director (Corporate Development)	62299809	6	91515	92101	NP
92108	Personal Assistant	62299813	7	91515	92107	NP
92109	Quality Service Manager	6.84E+07	6	91515	92101	NP
92110	Senior Advisor to MAS Board	68353195	5	91515	92098	NP
92112	1 Private Secretary to Prime Minister	62361972	10	88703	92111	NP
92113	2 Private Secretary to Prime Minister	62269874	10	88703	92111	NP
92114	Deputy Prime Minister and Coordinating Minister for National Security & Minister for Home Affairs	64783679	14	88703	92111	P
92115	Personal Assistant to Deputy Prime Minister and Coordinating Minister for National Security	64783682	8	88703	92114	NP
92116	Personal Assistant to Deputy Prime Minister and Coordinating Minister for National Security & Minister for Home Affairs	64783676	9	88703	92114	NP
92117	Deputy Prime Minister & Minister for Finance	63326128	13	88703	92111	P
92118	Personal Assistant to Deputy Prime Minister & Coordinating Minister for Economic and Social Policies	63326128	10	88703	92117	NP
92119	Personal Assistant to Deputy Prime Minister & Minister for Finance	63326125	8	88703	92117	NP
92120	"Minister, Prime Minister's Office"	62142003	14	88703	92111	P
92121	"Personal Assistant to Minister, Prime Minister's Office"	62142003	9	88703	92120	NP
92122	Senior Minister of State	62141488	14	88703	92120	P
92123	Personal Assistant to Senior Minister of State	62141497	8	88703	92122	NP
92124	Minister of State	63175027	13	88703	92122	P
92125	Personal Assistant to Minister of State	63175029	10	88703	92124	NP
92126	Personal Assistant to Minister	62142008	8	88703	92120	NP
92127	Personal Assistant to Minister	63175022	9	88703	92120	NP
